שם תחנה,מספר תחנה,תאריך,טמפרטורת מקסימום(C°),טמפרטורת מינימום(C°),טמפרטורת מינימום ליד הקרקע(C°)
בית דגן מאוישת                                    ,2520,03-04-1997,20.1,10.6,10.3
בית דגן מאוישת                                    ,2520,04-04-1997,22.6,7.1,6.1
בית דגן מאוישת                                    ,2520,05-04-1997,19.5,11.9,11.3
בית דגן מאוישת                                    ,2520,06-04-1997,23.1,12.2,11.1
בית דגן מאוישת                                    ,2520,07-04-1997,17.4,12.4,11.8
בית דגן מאוישת                                    ,2520,08-04-1997,20.5,7.2,6.1
בית דגן מאוישת                                    ,2520,09-04-1997,17.1,10.7,8.7
בית דגן מאוישת                                    ,2520,10-04-1997,14.5,10.4,9.3
בית דגן מאוישת                                    ,2520,11-04-1997,15.3,5.1,4.0
בית דגן מאוישת                                    ,2520,12-04-1997,18.9,3.1,2.5
בית דגן מאוישת                                    ,2520,13-04-1997,33.2,13.6,13.0
בית דגן מאוישת                                    ,2520,14-04-1997,28.3,17.1,18.2
בית דגן מאוישת                                    ,2520,15-04-1997,18.7,12.7,12.2
בית דגן מאוישת                                    ,2520,16-04-1997,18.8,7.3,6.7
בית דגן מאוישת                                    ,2520,17-04-1997,18.9,6.8,6.0
בית דגן מאוישת                                    ,2520,18-04-1997,22.2,7.4,6.7
בית דגן מאוישת                                    ,2520,19-04-1997,23.7,8.4,7.7
בית דגן מאוישת                                    ,2520,20-04-1997,28.1,8.5,8.0
בית דגן מאוישת                                    ,2520,21-04-1997,23.7,16.5,14.1
בית דגן מאוישת                                    ,2520,22-04-1997,31.5,12.6,11.9
בית דגן מאוישת                                    ,2520,23-04-1997,37.7,13.8,12.8
בית דגן מאוישת                                    ,2520,24-04-1997,33.4,16.8,15.8
בית דגן מאוישת                                    ,2520,25-04-1997,23.1,17.1,17.0
בית דגן מאוישת                                    ,2520,26-04-1997,20.4,14.0,13.7
בית דגן מאוישת                                    ,2520,27-04-1997,20.6,12.4,11.9
בית דגן מאוישת                                    ,2520,28-04-1997,20.0,11.6,11.6
בית דגן מאוישת                                    ,2520,29-04-1997,20.5,10.5,9.9
בית דגן מאוישת                                    ,2520,30-04-1997,22.3,12.4,12.0
בית דגן מאוישת                                    ,2520,01-05-1997,30.5,11.1,10.4
בית דגן מאוישת                                    ,2520,02-05-1997,32.4,11.8,10.5
בית דגן מאוישת                                    ,2520,03-05-1997,21.8,17.8,16.7
בית דגן מאוישת                                    ,2520,04-05-1997,21.1,14.4,14.2
בית דגן מאוישת                                    ,2520,05-05-1997,22.3,13.6,13.5
בית דגן מאוישת                                    ,2520,06-05-1997,22.8,10.4,9.8
בית דגן מאוישת                                    ,2520,07-05-1997,23.8,16.3,15.8
בית דגן מאוישת                                    ,2520,08-05-1997,25.4,12.6,11.6
בית דגן מאוישת                                    ,2520,09-05-1997,28.2,13.0,12.4
בית דגן מאוישת                                    ,2520,10-05-1997,26.7,14.3,13.2
בית דגן מאוישת                                    ,2520,11-05-1997,25.9,13.9,13.2
בית דגן מאוישת                                    ,2520,12-05-1997,27.1,18.0,16.7
בית דגן מאוישת                                    ,2520,13-05-1997,26.2,18.8,18.5
בית דגן מאוישת                                    ,2520,14-05-1997,26.3,17.6,16.6
בית דגן מאוישת                                    ,2520,15-05-1997,26.6,18.7,17.9
בית דגן מאוישת                                    ,2520,16-05-1997,28.5,18.3,17.3
בית דגן מאוישת                                    ,2520,17-05-1997,27.1,13.8,12.9
בית דגן מאוישת                                    ,2520,18-05-1997,30.4,12.2,11.3
בית דגן מאוישת                                    ,2520,19-05-1997,30.0,16.5,15.8
בית דגן מאוישת                                    ,2520,20-05-1997,25.4,18.5,17.3
בית דגן מאוישת                                    ,2520,21-05-1997,26.2,15.7,15.4
בית דגן מאוישת                                    ,2520,22-05-1997,27.1,14.0,13.3
בית דגן מאוישת                                    ,2520,23-05-1997,28.3,15.4,15.1
בית דגן מאוישת                                    ,2520,24-05-1997,29.8,15.0,14.3
בית דגן מאוישת                                    ,2520,25-05-1997,28.2,13.6,13.4
בית דגן מאוישת                                    ,2520,26-05-1997,26.6,15.6,14.3
בית דגן מאוישת                                    ,2520,27-05-1997,27.4,17.9,16.9
בית דגן מאוישת                                    ,2520,28-05-1997,26.7,16.1,15.4
בית דגן מאוישת                                    ,2520,29-05-1997,27.1,15.8,15.2
בית דגן מאוישת                                    ,2520,30-05-1997,26.3,17.4,16.5
בית דגן מאוישת                                    ,2520,31-05-1997,27.0,17.8,17.4
בית דגן מאוישת                                    ,2520,01-06-1997,26.0,17.1,15.8
בית דגן מאוישת                                    ,2520,02-06-1997,25.8,13.9,13.5
