שם תחנה,מספר תחנה,תאריך,טמפרטורת מקסימום(C°),טמפרטורת מינימום(C°)
בית דגן                                           ,2523,24-01-2018,16.5,11.7
בית דגן                                           ,2523,25-01-2018,14.7,11.0
בית דגן                                           ,2523,26-01-2018,13.6,7.9
בית דגן                                           ,2523,27-01-2018,13.3,5.7
בית דגן                                           ,2523,28-01-2018,17.1,6.3
בית דגן                                           ,2523,29-01-2018,17.7,9.3
בית דגן                                           ,2523,30-01-2018,19.0,7.4
בית דגן                                           ,2523,31-01-2018,18.3,7.2
בית דגן                                           ,2523,01-02-2018,20.1,5.5
בית דגן                                           ,2523,02-02-2018,21.7,5.0
בית דגן                                           ,2523,03-02-2018,22.1,6.2
בית דגן                                           ,2523,04-02-2018,26.1,7.8
בית דגן                                           ,2523,05-02-2018,24.9,6.7
בית דגן                                           ,2523,06-02-2018,24.2,12.9
בית דגן                                           ,2523,07-02-2018,24.7,7.3
בית דגן                                           ,2523,08-02-2018,23.3,9.1
בית דגן                                           ,2523,09-02-2018,24.2,10.1
בית דגן                                           ,2523,10-02-2018,23.9,10.1
בית דגן                                           ,2523,11-02-2018,22.4,15.5
בית דגן                                           ,2523,12-02-2018,21.6,15.3
בית דגן                                           ,2523,13-02-2018,18.4,13.0
בית דגן                                           ,2523,14-02-2018,19.4,10.2
בית דגן                                           ,2523,15-02-2018,21.6,9.9
בית דגן                                           ,2523,16-02-2018,20.6,10.1
בית דגן                                           ,2523,17-02-2018,16.0,9.6
בית דגן                                           ,2523,18-02-2018,19.5,11.9
בית דגן                                           ,2523,19-02-2018,19.6,11.4
בית דגן                                           ,2523,20-02-2018,21.1,8.2
בית דגן                                           ,2523,21-02-2018,22.1,8.3
בית דגן                                           ,2523,22-02-2018,22.6,13.2
בית דגן                                           ,2523,23-02-2018,21.3,12.4
בית דגן                                           ,2523,24-02-2018,20.6,9.3
בית דגן                                           ,2523,25-02-2018,23.0,9.7
בית דגן                                           ,2523,26-02-2018,22.7,13.7
בית דגן                                           ,2523,27-02-2018,20.2,13.0
בית דגן                                           ,2523,28-02-2018,20.8,7.7
בית דגן                                           ,2523,01-03-2018,22.6,8.7
בית דגן                                           ,2523,02-03-2018,22.7,8.9
בית דגן                                           ,2523,03-03-2018,26.2,9.5
בית דגן                                           ,2523,04-03-2018,30.1,10.9
בית דגן                                           ,2523,05-03-2018,26.5,13.0
בית דגן                                           ,2523,06-03-2018,25.9,13.3
בית דגן                                           ,2523,07-03-2018,23.8,11.4
בית דגן                                           ,2523,08-03-2018,31.6,11.4
בית דגן                                           ,2523,09-03-2018,21.1,14.0
בית דגן                                           ,2523,10-03-2018,20.9,11.6
בית דגן                                           ,2523,11-03-2018,20.5,9.2
בית דגן                                           ,2523,12-03-2018,21.7,10.1
